id	document	label
43895	개복치구나...	2
523	헐 저도 해킹인줄 알았어요	0
43963	헐 생각보다 더 좋네	1
44948	글로우에 반해서 노트 샀어요	1
14597	인졍인졍	2
46799	회사 모바일스토어에 나오자마자 가서 봤는데 손톱으로 기스 안나던데요...	1
49110	넵... 그냥 제 폰이 엘지라 그렇게 쓴 거예여... ㅠㅠ	2
4131	S20 예쁘게 잘 쓰고 있는뎅...	1
13520	아이폰처럼 렌즈 주변은 휴대폰 색으로 좀 맞춰주시지진짜 저렇게 통으로 블랙 처리하니까 인덕션 같아요	0
5553	와 좋은디요?	1
36178	와 카메라때문에 아이폰 사려고 했는데 이정도면 그냥 갤럭시 살까	1
36807	여러분 핑크도 있어요ㅠㅠㅠ너무ㅠ예쁘답니다...원래 핑크색 엄청 싫어하는데 보자마자 와 이거 사고싶다해서 lg아닌 사람들도 살수있다길래 바로 쿠팡에서 샀는데 진짜 쓸때마다 귀엽고 ㅠㅠㅋㅋㅋㅋㅋㅋㅋ근데 빨강색도 예쁘더라고욬ㅋㅋㅋ	1
30103	저희 아빠 그래서 중국에 있다가 한국 잠깐 들어왔는데 원래 안 그랬는데 찰칵 소리가 왜 이렇게 커지냐고 서비스센터 가야 한다고 막 그랬어요 ㅋㅋㅋ	0
42401	마자여 18년도 하반기에 여행갔는데 첨엔 푸디로 찍다가 가본카메라도 소리안나길래 막 찍었어욬ㅋㅋㅋㅋㅋㅋㅋ 로밍은 안하고 유심끼웠어용	1
4576	탐나지만...따라 할 수 없는 에디션....	2
26060	와 머리로는 블루인거 알겠는데 아무리봐도 실버로밖에 안보여요..	0
27896	버즈 좋아용	1
45571	저는 지코 갤럭시요ㅋㅋㅋㅋㅋ	1
43281	아 안돼 이러지마ㅠㅠ s20 건너뛰었단 말이에요ㅠㅠ s8이나 s10때가 좋았는데,,,ㅠㅠ	1
39233	게임이 돌아가는건 둘째치고 두개가 리듬게임인데 멀티테스킹이 된다는게 놀랍다	1
42170	뭔ㅋㅌㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
36067	통신사 의견인데 기사는 무슨 애플 탓인마냥 ㅋㅋ	2
17744	와.. 한손으로 열려고 시도하면 기스나겠네..	0
17347	이갈고 오픈형도 만들지 맨날 커널형만 만들고... ㅠㅠㅠ	0
32367	아앗 그렇네요..	2
34633	좀만 기다릴걸ㅠㅠㅠㅠ	1
1358	잔렉 적고 고장 안 나서 아이폰 써요	0
33710	핑크 짱예	1
44849	전 노트10플러스 쓰는데 엘티이요금써요!기존엘티이폰에 유심넣고 요금제 바꾼다음에5g폰에 꽂아서 쓰면 돼요ㅠㅠ근데 저렴했던 엘티이 요금제들도 많이 사라졌더라고요엘티이쓰는게 이렇게 힘들어지다니 슬퍼요	2
8279	오오....신기합니다	1
37466	불편	0
6013	완전 좋은디	1
23708	아니...ㅋㅋㅋㅋ 요금제를 제대로 개편하기를 했나 가격이 싸기를하나 전국적으로 5G망을 잘 터지게하길했나 그무엇도 하나 제대로 된게 없으면서 통신사들 뭐하는지 모르겠네요? 심지어 부가적인 서비스도 제대로 제공해 주는것도 없으면서ㅋㅋㅋㅋㅋ	2
41229	프로 귀엽당	1
16619	헐... 기여으이ㅜㅠㅠㅜㅜㅠ	1
41311	로오오	1
42661	진짜 왜이렇게 카메라에 욕심 내는거야,,	2
8124	접히는거 솔직히 별로라 생각했는데 생각보다 꿀이에여!!!	1
14228	헛 넘 뿌듯하네요ㅠㅠㅠㅠ고맙습니다!!♡♡♡	1
6786	347	2
20732	버즈 산지 얼마안됐는데ㅠㅜ...	1
48835	폰을 접는다기보다 태블릿을 접어다닐 수 있게됐다고 생각하면 편해요’^’// 확실히 게임할때나 영상 볼 때 너무 편리ㅜㅜ	1
40212	네네! 그래서 번인보정 프로그램 1차로 하고 그래도 안되면 액정교체 해주더라고요..! 글고 진짜 완전 수리기사 맘이라 쉽게 교체받은 사람도 있고 정말 안해주는 사람도 있더라구욬ㅋㅋㅋㅋ	0
25145	우와 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 평소에 카메라 진짜 중요하게 생각하는데 저건 좀 ,, 갖고싶네요 많이,,	1
24812	색깔 오묘하네요!!	2
34192	카툭튀만 아니면 봐줄만한데... 카메라 눈 3개 치고는 예쁘게 디자인 된 것 같아요ㅠㅠ 그래도 카툭튀는 좀 고쳤으면 좋겠어요	0
48985	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 케이스 낄거면 정말 괜찮아요	1
34835	요금 너무 비싼데 이럴거면 기기만 따로 구해서 알뜰요금제쓰죠	2
6045	드라마 잘 안 보는데 끝까지 다 본 몇 안 되는 드라마ㅠㅠㅠㅠ 시즌 2 주세요..	2
34045	아이폰도 있지 않아요? 6s 썼을 때 키패드 잔상 남아서 이거 뭐냐고 물어봤다가 저런 현상 있다는 거 알게 됐는데... ㅋㅋㅋ 워낙 오래 써서 그런가	0
33659	아 헐 저도 지금 저런데 저걸 번인이라고 하네요 우와 애꿎은 어플만 계속 지웠다 깔았다 했네	0
24137	오잉 제가 받은 버즈플러스랑 색이 좀 다르네요 같은 스카이블루인디	2
18331	삼성 뇌절그만해요......이어폰단자 ㅠㅠㅠㅠㅠㅠ	0
1532	폰 무슨 화장품 팩트 처럼 생겼네..	0
29032	LG도 가능해요오 은근 기능은 잘 챙기는,,,	2
24234	아 근데 에어드롭 진짜 짱편,,,	0
8311	아하......!! 몬지 알겠......	2
15876	라온마 사랑해 ,, 진짜 꼭꼭 봐주세요	2
38275	욘두ㅜㅜㅜㅜㅜㅜㅜㅜ	2
36183	오 ios 호환 떴군요	0
41687	노트9 나오자마자 사서 지금까지 쓰는 중인데 엄청 떨궜는데도  멀쩡해요,,ㅋㅋㅋㅋㅋㅋ 근데 무거워서 처음샀을 때 며칠동안 손목아팠음...	1
32846	라그나로크  인워	2
38448	4678	2
26059	울트라쓰는데 색깔이 넘 아쉬워오ㅠㅠㅠ 핑크 울트라였다면 몇년도 더 썼을것,,	0
1514	유행은 돌고 도네요	2
26432	이거 손님분이 저 골드? 로즈골드? 끼고오셧는데 제 개인적인 느낌으론 첫인상 강낭콩,,, 후인상 보청기 같았어요 ㅠㅜ 그리고 구리색 너낌,,	0
25833	얼굴이 진짜 주먹만하네요 무슨	2
9379	올	2
44583	팽수, 후리스	2
2153	처음으로 갤럭시 쓰고싶다고 느꼈어요...	1
49470	와 엘티이 워프 완전 추억...엘티이 워-프 올!레!	2
33232	이럴 것 같긴했음...	2
28668	오잉 나 왜 댓글 두개?	2
43149	엔딩때 나온 미지의세계 지금도 들어요ㅠㅠㅠㅠㅠ	2
22105	어린이 내복 색ㄲ..	2
17305	헐 저도 저거떠서 해킹당했나 싶어서 한참 검색하다 왔어요ㅠㅠ	0
41189	애플안씁니다이제 ㅋㅋ 5g제대로 작동도안되면서 요금비싸게받아먹는 ㅋㅋㅋㅋㅋㅋ한국이 호구로 보이나보네요	1
2398	돈받았구나 어휴 진심 호구로 보네	0
33553	와 예쁘다..	1
35732	익명상점이라라고 익명이 공식몰이 있어요!!	2
9200	와 예쁘다	1
42475	조금만 기다릴 걸...ㅠㅠㅠ넘 예뿌당	1
24917	노트 20만 기다리고 있었는데...	0
15558	라디오케이스 탐난다... 1세대 아직 잘쓰고 잇는데ㅜ 어케야 하냐구요	1
7467	돈만 있으면 사는건데 돈이 없어서 못사는 슬픈 내인생,,,. 저 구리색 강낭콩 언젠간 갖고말테다,,	1
41009	사고싶다 ...	1
32134	빨리 나와만 주세요	1
35197	제트플립 사용중인데 젤 좋은점은 예쁘다는거에용..ㅎㅎ 진짜 영롱..예뻐요..	1
20945	제니레드와 제니❤	1
13728	😂	2
5591	이쁘다ㅠ	1
4286	아ㅜㅜ	2
23269	펭수 싫어 ,,, ㅠㅠㅠ	2
28208	헐 진짜 예쁘다	1
11528	G6인데 2년넘어가니까 생기더라구요 ㅋㅋ	2
21285	직구 한다	1
18799	이거 은근 많아요 저도 그래서 박스 잘 가지고 있다가 팔아요 어차피 저는 제 폰을 되팔 이유가 없기 때문에	2
28248	번들이어폰이 충전기구멍이랑 딱 맞아욥	1
5196	감사합니다!!	1
29325	전 지금 비누 귀에 끼우고 있어요 허허	2
15013	잘 보완해서 계속 시리즈 내줫으면 ㅜㅜㅜㅜ한번은 꼭 써보고 싶어욥	1
18000	크.. 재드래곤	2
46162	1347	2
41723	자꾸 유튜버들이 후기에 싱크가 안 맞는다고 하길래..ㅠㅠ걱정돼서 ㅠㅠ저는 아이폰이 아닌 엘지폰인데...그래도 버즈사야겠네여ㅠㅠ	1
27147	파워레인저 감성 ㄷ	0
6749	Aa카시오페아 그거 같아요	1
13326	ㅋㅋㅋㅋㅋㅋㅋ	2
48667	갤럭시 쓰면서 번인현상 한번도 없었는데 혹시 걱정되시면 다크모드로 쓰세요	1
27591	버즈플러스 귀가 아파여..... 에어팟 새로 살걸 그랬어요...	0
28027	화면에 빛반사된 거 보니까 접히는 부분에 굴곡이 좀 있네요??	0
24518	헐랭....스맛폰 첨나왔을때부터 쓰면서도 이런게 있는줄몰랐어요ㅋㅋㅋㅋㅋ	2
44462	999	2
41151	ㅋㅋㅋ 발리에서 원숭이가 제가 손에들고 잇던 기념품 봉지 들고 튄 사건이 생각나네요.목각 부엉이 귀 다 갉아먹고는 지나가는 다른 할배 식료품봉지 잡아뜯는다고 내꺼 버리고 가는데 눈물이...그 할배 쌀 과일 과자 치즈 등 식료품 다 털림당한 사람은 아는 빡침	0
19543	와 드립력 장난 아니네요ㅋㅋㅋㅋ긴 설명 필요없이 알아듣겠어요ㅋㅋㅋ	2
33201	근데 팬 아닌데도 진짜 재미없고 기분나쁨,,,	2
14766	근데 실제로 박스 구입해서 풀박 만들어서 파는 경우가 많답니다	2
29836	버즈 라이브 케이스는 버즈보다 예뻐서 부럽더라고요😂버즈 플러스 널 사랑하지만 예쁜 케이스가 별로 없어 모양이 애매해	1
16946	어떡해 ㅋㅋㅋㅋㅋㅋㅋ	2
40480	아니 왜 항상 블루는 저 색으로 뽑나요..ㅠㅠㅠㅠㅠㅠ 노트도 그래서 슬펐는데..	0
42445	디자인은 개취영역이라...	1
8807	헉 반씩 나누면 슬라이딩이나 터치감이 나빠져서 하나로 붙일줄 알았어용...!	2
19848	유럽은 물가가 너무 쎄서 가성비를 따진다고 그랬어요. 그래서 보급시리즈에 관심이 많다고 하더라고요	0
20113	전에 아이폰 쓰던 해외 연예인들도 클라우드 쓰다가 털리고 그러지 않았나요..?외장하드 고장나고 이런다길래 다 클라우드에 보관했는데 이렇다니ㅠ	0
12016	통화 음질 개선 됐으면 바로 사야지ㅜㅜㅜ	1
37097	저 접히는 핸드폰을 시작으로 이것저것 많이 생길거 같아요 뭐든 시도 하는게 좋고 사람들이 접하다 보면 좀 더 좋은 아이디어들이 많아지겠죠 지금의 스마트폰이 생긴것 처럼요. 나중에 화면이 접히는 노트북 같은것도 생겼으면 좋겠네요 아니면 종이처럼 얇고 가벼운 노트북 같은것도..!	1
41072	378	2
11249	에휴	2
30148	최애영상인가 보네요....	2
2897	와 저거에 진주 달면 진짜 예쁘겠다	1
39192	짱예뻐,,,퍼플 갖고 싶어요ㅠㅠ	1
13179	둘 다 못생겼어요 ㅜ	0
21100	전 바탕화면 위아래 색이 다른 색으로 된 풍경해놨는데 번인 와서 위아래 색이 달라요...	0
24614	와 보라색 사이에 검정색 간지다	2
8449	이게바로 초점 하나도 안 잡힌다는 S20 울트라인가요...?	0
43563	와 진짜 탐난다... 갖고싶어요	1
9666	그중 마라탕..그만좀했으면..	2
8550	파데에 딸린 거울처럼 쓰면 좋을듯....	1
9873	s10에 정착..	1
10160	아이돌 자체가 얼굴이 반넘게 먹고 들어가는데요 뭐 이제와서..	2
16918	넴 번인현상 자체가 OLED 문제라서 LCD는 괜찮습니당	1
26701	) 이동통신사들 의견을 반영한거라고하네용!	2
5843	익숙해지니 괜찮더라구요 처음엔 착용감 별로였는데음질 좋아서 만족합니당	1
26093	진짜 귀엽다ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ	1
47834	이러다가 핸드폰 기본 값 200 하겠네	0
30717	왜요 우리도 줘요	2
26499	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
42501	우앵 넘 예뻐요ㅠㅠ	1
18514	이쁘긴 진짜 드릅게 이쁘네ㅜㅜ	1
37103	일부러 불 있는 거 찍어봤어요 저는	2
29999	구,,,려,,, 일편단심 갤럭시지만 구려ㅠ	0
20020	전 인티로 번인와서 인스티즈 글자 박혀있던 적 있어요 ㅋㅋㅋㅋㅋ 신기했는데	2
26215	1347	2
15119	5g 요금제 너무 비싸서 데이터 무제한으로 약정걸어서 쓰면 한달에 8만원씩 들던데ㅠㅠ그럼 1년에 96만원이잖아요ㅠㅠㅠㅠㅠ너무비싸요	0
31625	아이폰 12 기다렸는데 아이폰11살까 그냥...	0
3095	근데 용달블루랑 다라이레드도 예쁘던데.. 다라이레드 실물 깐지나욬ㅋㅋ 물론 제 최애는 핑크ㅠㅠㅠ 전에있던  s7 핑크블러썸 컬러랑 한발짝 가까워진것 같아서 너무 좋아요ㅠㅠㅠ 노트때 다라이레드 안나와서 울었지만 엘지 ㅎㅎ 드디어 성공했네요	1
20646	아니 왜............. 그냥 충전기 줘요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	0
11672	카메라...셀카카메라나 좀 신경써주세요.....	0
40694	Mp3같다	2
29365	진짜 어이없네....	0
43974	아니 ㅋㅋㅋㅋㅋㅋ 왜 5g 강요하는 건지...ㅋㅋㅋㅋㅋ 소비자에게 선택권은 없나요? 통신사들 정말 별로네요	2
46608	진짜 대박	1
34819	와 번인.....	0
2766	뭐야...버즈도 2세대가 있었어....?	1
49622	아이폰 유저인데 다음껀 갤럭시 쓰려구요... 덕질엔 아이폰 너무 불편,,,	1
43760	맞아요	2
41123	넵 프사에 선바님 아주 매력쟁이처럼 나왔네요..감사함다!	2
10918	따라할거면 조롱 하지나말지	0
26920	드립인거 같은데... 기분 나쁜 드립은 처음	2
46652	와..망원경 필요없을거가튼데여 .. ? ㅠㅠ	1
22638	갖고싶다........	1
40140	갤럭시!!! 다음엔 갤럭시플립으로 갈아탈겁니다.	1
13788	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
2349	아하 그렇군영!!	1
8264	👍	1
34826	오오 갬성 이쁘다	1
41035	자고 있었어서 자다가 뭐 또 잘못 누른줄 알고 아무렇지도 않게 지웠는데..	2
33499	뭐인지는 잘 모르겠고..스크롤이 안 끝남...	2
29686	메리트가 없어보이는데...	0
42956	가지고싶은데ㅠㅠㅠㅠㅠ 통신사가 한정되어있던디요ㅠㅠㅠㅠ	1
32809	사전예약 기다립니다,,,,,	1
39368	가격도 도라방스...	0
25897	아니 세상에 받았다는 게 더 웃겨요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
33862	아니 그럼 아이폰에서 갤럭시로 바꾸는 사람은 또 사야겠네요... 근데 이쯤되면 애플이 불쌍해질지경 맨날 욕은 먼저 먹고 막상 까놓고보면 다른 회사들도 저러니....	2
5114	노트10+ 만족스럽습니다... 카메라 많은거 싫어요ㅜㅜ	1
34673	지금 깔아봤는데 덜 쨍하다고 해야 하나..? 뭔가 느낌이	2
47525	저는 s20 잘 쓰고 있어요 크기도 괜찮고 뭐 폰으로 유달리 큰 작업 하는 것도 아니고 크기도 괜찮고 배터리 빨리 닳는 것만 빼면	1
40296	아 핑크 실물 저 색 아닌데,,, 진짜 예뻐요,,,,,,,,, ㅠㅜㅠ......	1
34162	오 근데 모양이 안이쁘다..	0
32976	3년 반째 아주 잘쓰는뎅... 뚁땅 2n살 아재라니ㅠㅠ 색상도 전 너무 예쁜거 같아요 특히 핑크들	1
34175	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 기우뚱	2
5324	?	2
43798	폰바꿔서 5g인데 지하철에선 무조건 lte그리고 솔직히 5g량 lte 속도차이도 모르겠,,걍 돈만 나가고ㅋㅋㅋㅋㅋㅋ섭스셉터에서 말하길자기들도 5g는 배터리 빨리닳는 등의 문제로lte로 바꿔놓고 쓴다곸ㅋㅋㅋㅋㅋㅋㅋ	0
21815	대박ㅋㅋㅋㅋㅋㅋ상의랑 색 비슷해서 치마에 포인트 준 건 줄 알았어요	2
36465	와 쩐다..	1
15986	아 진짜 너무 사거싶다 아	1
11252	접혔던 폰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅋㅋㅋㅠㅠ무사히 해결되셨길.. 근데 어떻게 넘어지셨길래 저리 박살났을까ㅜㅜ	2
19067	에...? 1처럼 세로로 접히면 안되나요....?ㅠㅠㅜㅜ	0
43655	싸가짘ㅋㅋㅋㅋㅋㅋ	2
17298	오오 ㅋㅋ ㅋ 되네용	2
20648	아낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
15930	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
44164	저도 인티랑 유튜브 화면 남아있어요ㅜㅜ 색도 변질되어 보여서 불편함...	0
20970	2222222222222222	2
8063	와 번인이라는것도 첨들음	2
556	아이폰 색감 옛날로 돌아가죠,,, ㅠㅠ	1
19115	5g별로라는데 후ㅠㅠㅠㅜ	0
24308	헉 그럼 빨리 되나유?!	2
5808	아 안 돼 버티다가 내년 2~3월까지 못 기다릴 것 같아서 fe 산 건데,,,	1
32841	저도 갤럭시 쓰는데 전혀 안꽁기한데요내 핸드폰을 접어~ 이런 가사 있다고 해서 아이폰 유저들도 안꽁기할 것 같은데 ㅋㅋㅋ 앜ㅋㅋㅋ	2
11194	저두요 엣지 유용해요	1
42588	ㅋㅋㅋㄲ ㄲ ㄲㅋㅋㅋㅋㅋㄲ	2
47550	마이마이ㅠㅠ쿠팡 라디오ㅠㅠ	2
33277	버즈 너무 예쁘고 소중해요	1
34427	엇 노트8됐는데	2
22858	와 진짜 좋다	1
16515	지금 나오는 폴더블폰들의 공통된 문제점이고 기술이 발전되길 기다려야죠 ㅎㅎ  지난 갤럭시 폴더블폰보다 나이지고 있다네요	1
45995	아	2
7934	통신사에서는 5G 폰으로 LTE 요금제 사용 불가능하다고 하던데,LTE 요금제 사용하시는 분들은 뭐죵...?	0
47017	👍	1
44618	원하는대로 만들어서 죻다...DIY	1
26410	너무기욥고 이뿌던데요,, ㅠ	1
46401	쿠폰만 갤럭시로 발급 받으신 후, ios에  티빙 앱 설치해서 아이패드나 아이폰으로 시청하실 수도 있습니다^^	2
47161	카메라...좀 잃어도 되는데...아이구	0
36519	죽어도 갤럭시 못 쓸 듯,,, 야한 웹툰 많이 본다구여ㅠㅠㅠㅠㅠㅠ	0
6645	앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
2002	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
19289	울트라랑 프로를 비교하는건 모지.. 울트라는 거의 디카인데ㅋㅋㅋ..	2
30120	S20 진짜 만족하면서 쓰고 있어요ㅎㅎ	1
5362	교통도 교통이지만 삼성페이가 너무 넘사벽이에요ㅠㅠㅠ	1
49930	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
2483	와	1
10252	장난감같다...	2
18847	근데 나는 갤럭시z플립으로 바꿨을때가 제일 관심 (?)많이 받긴 했는데...ㅋ 바꿨을때 체감상 좋은건 삼성이고 휴대폰이 오래가는건 아이폰? 이차이...	2
20465	사진없고 글로만 있었으면 안믿었을듯ㅋㅋㅋㅋㅋㄲ	2
47659	뭔ㅌ	2
4561	요즘 라온마 글이 많군요 아주 좋습니다 라온마 인생드라마........	2
36512	갤럭시는 항상 실물이 더 예뻐서 실물보고 결정하겠읍니다,,,	1
22969	뭔소린가했네 울아빠가 좋아하시겠다.	2
16918	뭐래	2
47420	아이곸ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
14549	20...	2
30396	왜 니들이 갑질이야	0
49038	레드 보여쥬세여,,,!!!	1
29607	콩나물보단 나음	1
2708	ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
8248	노트 안 사고 S20+ 산 내 자신 칭찬해....	1
2605	요즘 갤럭시로 갈아탈까 고민 중이었는데...	1
2623	37둘 다 너무 무서워요ㅠㅠ	0
21163	폰고리 다시 생겼네ㅠㅠ	0
5516	약간 홍보? 이가수 꾸준히 올라오는건 착각인가용? ㅎㅎ	2
29051	머지 전 아이폰인데 가끔 생기는데 시간지나니까 또 없어지던데요..??!?다른현상인가	2
6081	헐 귀엽다 ㅠㅠㅠㅠ	1
15604	아...에어팟2랑 버즈 둘다 있는데 넘어가고싶어요	1
27005	다 좋은데 뒷면이 너무 냉장고...	2
14311	헐 저 갤럭시 외길인생이라 갤럭시만 있는 어플인지 지금 알았어여	1
39417	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
48075	모양 기엽닼ㅋㅋㅋ	1
28192	엑소 세훈 냉미남인데 엄청 귀여운 막내인거 신기하고 귀엽더라구요 최근 며칠사이 유튜브로 그것만 계속 보네요	1
45505	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
34711	엇 어똫게 다른가욤	0
18731	갤8인가부터 괜찮다고 들었는데 여전히 아이폰에 비해서 있다는 사람이랑 없다는 사람이랑 좀 갈리더라구요 같은 폰을 써도..그래서 복불복인가 했어요ㅎㅎ그 뒤에 나온 모델부턴 아예 없어졌나보네요..!	1
44061	아 케이스 너무 이쁘자나ㅏㅠㅠㅠㅠㅠㅠㅠ	1
15927	전 인티로 번인와서 인스티즈 글자 박혀있던 적 있어요 ㅋㅋㅋㅋㅋ 신기했는데	1
11649	폴드는 아니고 Z 플립은 회사 사람 써서 봤는데 그 주름 저는 무지 거슬리더라구요	0
49655	대박 근데 노트텐 아우라 어쩌고 색상도 노트20에 내줬으면ㅜㅜ	1
49959	아이폰..도 만들어주세여..	1
23321	대다수는 저 글 쓰이고 5년도 안 돼서 실현됐네용..	2
17646	갤럭시 쓸 때 그냥... 뒤로가기 누르게 되더라구요 하핫	0
12538	아...에어팟2랑 버즈 둘다 있는데 넘어가고싶어요	1
26013	헐 귀엽다ㅠㅠ	1
45441	위에 두개는 조명생각해서라도 같은 각도에서 찍어야하는거 아닌가ㅠ	2
22667	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ세상에	2
4719	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	2
8555	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이게뭐람ㅋㅋㅋ	0
23397	아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ역시 LCD최고.......화질 조금만 포기하면...	1
2273	벨벳 가격이 아이폰 11이랑 맞먹으니ㅠㅠ 카메라 손떨림방지도 안되는 (광학) 89만원 핸드폰이라뇨ㅠㅠㅠㅠ	0
18983	오 대박	1
31354	지금 노트 텐쓰는 사람인데 이어폰이 충전단자에 연결할수있게 c타입으로 나와요!!	1
44622	남초커뮤에서는 사과마크만 붙어있으면 다 산다고 조롱 많이 하더라구요	2
8255	삼성 일 잘하네...갈아탈게	1
14184	꾸미는 데에 소질이 없어 안 사는 겁니다 따흐흑	0
4070	쁠러스랑 아닌거랑 차이 많이나나여 ㅠㅠㅠ	2
35921	굿락에서 엣지라이트닝+ 어플깔구 거기 들어가면 효과랑 색상고르는란에  '앱색상'이라는 옵션이 있어여!	2
